# Published in J. Chem. Theory Comput. 2021, 17, 3, 1662-1677	
#  Minimax grids with 14 points, for different energy ranges (Erange)	
# Grid-points: 14.  N Eranges: 23	
	
# Column1: Frequency    column2: weight	# Column3: Time    column4: weight
	
Erange 0.0000 10.0000	
	
0.1237520189        0.9953480584	0.0237936690        0.0611672711
0.3793210576        1.0603177324	0.1262969465        0.1445085338
0.6597671782        1.1957654954	0.3146136034        0.2333087043
0.9840308063        1.4133948133	0.5959506166        0.3312553013
1.3749190589        1.7328520386	0.9817869160        0.4432467435
1.8615001814        2.1854448800	1.4893061716        0.5759071773
2.4828690979        2.8219014341	2.1434977756        0.7383746794
3.2948316051        3.7292475222	2.9801766485        0.9433758855
4.3831950418        5.0703343025	4.0503389263        1.2089176341
5.8934107334        7.1862064817	5.4269062114        1.5616549458
8.1059865442       10.9011727051	7.2168007000        2.0450074532
11.6655039451       18.6462199489	9.5870452772        2.7419850943
18.5015048397       40.3358249912	12.8357494149        3.8566755068
38.2819532635      156.6176929723	17.6753312546        6.1981813315
	
Erange 10.0000 15.8489	
	
0.1374094319        1.1065746103	0.0169816642        0.0436764843
0.4232874675        1.1957871987	0.0903275498        0.1036202428
0.7434627635        1.3832452154	0.2258900214        0.1686129519
1.1246519429        1.6880147553	0.4304310095        0.2422818311
1.5998350917        2.1417398404	0.7149888745        0.3296217363
2.2119848549        2.7939305402	1.0965252424        0.4376054730
3.0197111559        3.7226602599	1.6002842943        0.5759638625
4.1068823716        5.0574130007	2.2629949541        0.7581137515
5.6011802735        7.0326209795	3.1372091996        1.0026174373
7.7149478780       10.1280077624	4.2978145261        1.3363743540
10.8492870266       15.4922744537	5.8537407167        1.8026148317
15.9125394356       26.5146676382	7.9734653507        2.4832977293
25.6080428343       57.0613114748	10.9544068995        3.5786612501
53.4755730624      220.1125211584	15.4993236149        5.8790633067
	
Erange 15.8489 25.1189	
	
0.1505666691        1.2141619398	0.0119972526        0.0308743065
0.4663185031        1.3322854327	0.0639735360        0.0736138461
0.8277068519        1.5829025816	0.1607328068        0.1209192548
1.2712878156        1.9963918216	0.3084839990        0.1762894116
1.8436088079        2.6232733911	0.5176460378        0.2447353626
2.6071668363        3.5424808468	0.8046770125        0.3334443879
3.6492744660        4.8772006454	1.1946063310        0.4524878835
5.0966470423        6.8270949102	1.7242874128        0.6155970910
7.1423813249        9.7419189377	2.4466652263        0.8415625308
10.1035301725       14.3144269945	3.4372421876        1.1575185632
14.5662361716       22.1701961220	4.8058180424        1.6069457576
21.8316004103       38.0813013453	6.7218376735        2.2716047438
35.7316313060       81.6223741771	9.4826338752        3.3492956544
75.4226567085      312.6617306196	13.7842321234        5.6157341385
	
Erange 25.1189 39.8107	
	
0.1631562520        1.3175441044	0.0084076681        0.0216511589
0.5081770951        1.4690002249	0.0449636994        0.0519267386
0.9120372525        1.7938350101	0.1135988127        0.0862556649
1.4233448685        2.3387080235	0.2199152900        0.1279584309
2.1061443172        3.1820962285	0.3735947871        0.1819750580
3.0494194848        4.4480797906	0.5903443786        0.2555243887
4.3813220072        6.3314922440	0.8944811045        0.3587034665
6.2921913817        9.1461446770	1.3221417879        0.5052195178
9.0755650205       13.4295496937	1.9255697207        0.7139586455
13.2120067673       20.2108748061	2.7798165137        1.0124827029
19.5745958656       31.8329243658	3.9948200990        1.4449804822
30.0570187431       55.0796796299	5.7408169122        2.0936661885
50.1492744094      117.7865289580	8.3156700660        3.1548999120
107.1783297388      447.9532239797	12.4109325959        5.3926769614
	
Erange 39.8107 63.0957	
	
0.1751328845        1.4163230403	0.0058545394        0.0150881610
0.5486776639        1.6051622979	0.0314169341        0.0364360730
0.9960210811        2.0148854393	0.0798961491        0.0613313227
1.5801351784        2.7143744444	0.1562801892        0.0928838706
2.3869791803        3.8214565309	0.2694516528        0.1358762369
3.5403675980        5.5262609568	0.4341668678        0.1973630960
5.2247498897        8.1328172499	0.6735857092        0.2871909934
7.7222102918       12.1354156373	1.0224344459        0.4188526951
11.4770489386       18.3750624012	1.5314708133        0.6113456809
17.2224496874       28.4209054649	2.2746179259        0.8928419449
26.2781750027       45.7212448421	3.3615119894        1.3085276567
41.4427682146       80.0245286075	4.9630904952        1.9414929173
70.6620174299      171.1497275424	7.3782044923        2.9873859616
153.1839920115      646.2551730002	11.2956335062        5.2007139221
	
Erange 63.0957 100.0000	
	
0.1864652922        1.5102046331	0.0040562245        0.0104630611
0.5876633466        1.7399928662	0.0218539742        0.0254712518
1.0792191469        2.2445854341	0.0560102454        0.0435516941
1.7408187754        3.1218905788	0.1109232899        0.0675857103
2.6851623062        4.5427866675	0.1946568562        0.1021182426
4.0805890775        6.7900434678	0.3208703328        0.1538700771
6.1868950019       10.3276245183	0.5112371968        0.2322649417
9.4146722805       15.9258160031	0.7986245426        0.3505246702
14.4288638472       24.9067272813	1.2318540903        0.5277975034
22.3464969167       39.7083406441	1.8833267668        0.7929346940
35.1805962456       65.5184547987	2.8620729079        1.1922412386
57.1239822554      116.5275564847	4.3396108414        1.8099472487
99.7934538596      250.0070635506	6.6160518775        2.8415520058
219.8849251090      937.6053510630	10.3786630825        5.0338617688
	
Erange 100.0000 158.4893	
	
0.1971320791        1.5989671650	0.0027992651        0.0072283419
0.6249956559        1.8726867218	0.0151526724        0.0177636198
1.1611723802        2.4811398852	0.0391950273        0.0309408098
1.9043787816        3.5587454918	0.0787783513        0.0494041369
2.9991713766        5.3452816270	0.1411563608        0.0773938528
4.6693370438        8.2486779479	0.2388040142        0.1211829834
7.2727561475       12.9586247774	0.3917244612        0.1897088377
11.3950369748       20.6532145019	0.6307171506        0.2959270382
18.0156522854       33.3973084995	1.0024644268        0.4591303320
28.8229704372       55.0132280452	1.5776184281        0.7088154109
46.8960302078       93.4595115136	2.4643581015        1.0924186101
78.5862781220      169.7104251358	3.8346158305        1.6954725243
141.0502377875      366.6123252772	5.9898844950        2.7137745874
316.6100822049     1366.5424642620	9.6168480481        4.8878976412
	
Erange 158.4893 251.1886	
	
0.2071196561        1.6824466691	0.0019260163        0.0049795399
0.6605509163        2.0024171607	0.0104833755        0.0123739468
1.2414020419        2.7224478007	0.0274163538        0.0220303943
2.0696221481        4.0213777156	0.0560830704        0.0363538024
3.3268716611        6.2255350220	0.1029553545        0.0592326432
5.3043048684        9.9063048458	0.1792971830        0.0964440642
8.4841749046       16.0611858221	0.3033947804        0.1564474990
13.6840687647       26.4508538316	0.5039497133        0.2519410443
22.3200876467       44.2532609537	0.8254537344        0.4023081489
36.9116410253       75.4556024909	1.3366813377        0.6375997771
62.1534675938      132.4376997244	2.1447535633        1.0063349415
107.7376013130      246.7212469197	3.4218231610        1.5954396637
199.2542570825      538.9733116474	5.4707784720        2.6013624022
456.8148338118     1999.1167103367	8.9783978369        4.7596612523
	
Erange 251.1886 398.1072	
	
0.2164211208        1.7605300726	0.0013222495        0.0034234922
0.6942199530        2.1283527095	0.0072441400        0.0086197096
1.3194178020        2.9661512425	0.0191950478        0.0157487515
2.2351995560        4.5052010177	0.0400934258        0.0269783975
3.6655163476        7.1772843511	0.0756713875        0.0458232460
5.9814567261       11.7606576801	0.1360117507        0.0775717368
9.8190406778       19.6592104096	0.2377411946        0.1302433050
16.2953330419       33.4391532657	0.4075418317        0.2162717795
27.4167071273       57.8955315617	0.6877504424        0.3550545602
46.8819737408      102.3193351051	1.1452008897        0.5770852050
81.7899193598      186.0880718335	1.8857902883        0.9318838821
146.9723500158      357.3408756648	3.0816948930        1.5078058926
280.9494882357      793.3581972962	5.0371415973        2.5022210559
659.8171183904     2933.2573821370	8.4394873058        4.6466884816
	
Erange 398.1072 630.9573	
	
0.2250355201        1.8331514161	0.0009063749        0.0023507281
0.7259090833        2.2496790560	0.0050043736        0.0060117822
1.3947298426        3.2097043487	0.0134702129        0.0113238920
2.3996392595        5.0046961608	0.0288347782        0.0202237097
4.0117873209        8.1913069930	0.0561436492        0.0358553075
6.6949449046       13.8019617015	0.1043728737        0.0630595051
11.2705993355       23.7608112411	0.1886107108        0.1094556677
19.2325359337       41.7131393336	0.3336543186        0.1871955718
33.3642363588       74.7305852817	0.5797709752        0.3156131499
58.9958553993      137.0072118926	0.9918421828        0.5255332814
106.7269043438      258.8161120250	1.6744195586        0.8673791226
199.2107206824      514.6278991607	2.7995206256        1.4309274629
394.8716061946     1167.6927133752	4.6726106098        2.4146664138
953.1877173873     4314.0600989353	7.9819594252        4.5470018340
	
Erange 630.9573 1000.0000	
	
0.2329672393        1.9002889439	0.0006207558        0.0016132125
0.7555413998        2.3656220115	0.0034593750        0.0042033180
1.4668625114        3.4504549208	0.0094888452        0.0082051681
2.5613905063        5.5135632638	0.0209005466        0.0153343742
4.3618737487        9.2554952014	0.0421152117        0.0283888063
7.4371311516       16.0121808928	0.0811052514        0.0518157294
12.8269527907       28.3542178175	0.1515714938        0.0928668378
22.4869444262       51.3282153821	0.2765844244        0.1633931970
40.1967444694       95.1112670428	0.4944571337        0.2825994311
73.4837764659      180.9584964669	0.8681492042        0.4815408039
137.9240966582      355.7288435531	1.5007904059        0.8114386960
267.8878409083      735.4910472494	2.5640827408        1.3634496528
552.4401168858     1715.9698037434	4.3646060695        2.3373123760
1375.9767397362     6356.2299530268	7.5917613733        4.4589805898
	
Erange 1000.0000 1584.8932	
	
0.2402254166        1.9619621289	0.0004250257        0.0011072202
0.7830578426        2.4754688800	0.0023953290        0.0029503441
1.5353678880        3.6857316829	0.0067207167        0.0060027300
2.7188726288        6.0249247125	0.0152965867        0.0117733548
4.7115837714       10.3551221421	0.0319860564        0.0227515996
8.1987224212       18.3647495303	0.0638742350        0.0430443066
14.4708344316       33.4044338479	0.1234325709        0.0795610664
26.0351871851       62.2855111009	0.2321694171        0.1438398396
47.9142866742      119.2887281553	0.4265771556        0.2549060018
90.5147950650      235.5225052732	0.7677581817        0.4439586001
176.3046192376      482.4170871034	1.3573866615        0.7629125934
356.8585531562     1040.9927333185	2.3667230075        1.3042372856
768.1850111560     2513.6032217521	4.1033285208        2.2689984236
1982.9500242172     9376.8150807787	7.2578630071        4.3812747921
	
Erange 1584.8932 2511.8864	
	
0.2468233492        2.0182283022	0.0002911017        0.0007605525
0.8084178279        2.5785866033	0.0016631492        0.0020822672
1.5998381346        3.9129309791	0.0047946445        0.0044420437
