# Published in J. Chem. Theory Comput. 2021, 17, 3, 1662-1677	
#  Minimax grids with 28 points, for different energy ranges (Erange)	
# Grid-points: 28.  N Eranges: 29	
	
# Column1: Frequency    column2: weight	# Column3: Time    column4: weight
	
Erange 0.0000 1545.0	
	
0.13575757270404953            0.27326920724684195              	0.00019912749139307142        0.0005125044577801448              
0.4178973639556045             0.2946860969732406             	0.0010623606743332262         0.0012232237231645984             
0.7329236428021971             0.33955686148055997             	0.002671743519332409          0.00201318827111783            
1.1062108040376035             0.4121109865279064             	0.00513532276440788           0.0029437832219448537           
1.568601536611355              0.5191386834268464            	0.008635195625198482          0.004103311596300065            
2.1592688100674207             0.6706479068869163             	0.013459847519256876          0.005618171589079525            
2.9294121393197234             0.8808905660301858             	0.020047630847673463          0.007663188401742024            
3.9472075381811034             1.1698656397567786             	0.029039389901087887          0.010469929287815255            
5.304565115169143              1.5654653694813896            	0.04134031090156478           0.01433805703894519           
7.126455157872397              2.106516824061551            	        0.05819756722342521           0.01965640843594298           
9.58387216560659               2.847090389745759           	        0.0813050912035362            0.026936172517646257          
12.911957380816203             3.8626161289484946             	0.11294734291964816           0.036855644579373535           
17.435457004483258             5.258596350357734             	0.156193889583069             0.05031748334107659         
23.60465355900629              7.183071722294598            	        0.21515890144425773           0.06852207829804384           
32.04632634372974              9.844561359899942              	0.2953443526600425            0.09306268185731213          
43.63642652454945              13.538086075854713            	0.4040922882505582            0.12604985461633972          
59.604434449969176             18.68336222220931             	0.5511803231110346            0.1702755103243793          
81.68464372636545              25.881909474247266            	0.7496069714265129            0.22943160937864643          
112.33867792077912             36.00509685683712             	1.016632455219541             0.30840755489079047         
155.0906277872644              50.336922172287224            	1.3751727396754474            0.4137086894086003          
215.05233203699643             70.82460332971439             	1.8557042554346754            0.5540782272946391          
299.80262448398395             100.57024668126095             	2.4989586763196456            0.741497238773558          
421.01528178406727             144.9365352509728             	3.3599578911008456            0.9929644420040254          
597.918699882043               214.43007706895824            	4.514593597566258             1.3340651862992305         
865.992956895906               333.52874619054023            	6.071708534726409             1.8071782497597113         
1303.7011000121163             573.9031161499247             	8.199087984832916             2.4938998954135005         
2141.5524242895876             1229.5973040920514             	11.19334614657497             3.5946345041711467         
4531.217316508373              4703.444164101694             	15.75712024734422             5.901304226915114         
	
Erange 1545.0 2002.0	
	
0.13875490228933057            0.27938451496965105              	0.00015937273545708875        0.00041027809665924954     
0.4276255171652803             0.3022942729129253             	0.0008511031358508971         0.0009811723452880425    
0.7517156037290086             0.3504019114933159             	0.0021444475784000504         0.001620915236450962    
1.1383835985980468             0.42846797473594944             	0.004133806965295614          0.0023840944111134044   
1.6211543280535077             0.5441638095088057             	0.006979927658415096          0.0033503311465523967   
2.24298954813131               0.7088566053659555            	0.010939953042854741          0.004634503191430588   
3.0605574074054775             0.9388406258537662             	0.016407375175241108          0.006395709602901231   
4.150010628234262              1.2571515140355833            	0.02396000912675003           0.008844913900028784  
5.614955400623468              1.696177262039284             	0.034417229669099075          0.012257024616981905   
7.597559757812928              2.3013920551824687            	0.04891406525328216           0.016993101307172367  
10.294150717899024             3.1366969256786756             	0.06900316741446434           0.02353379728419698  
13.977239772443514             4.292078154026608             	0.09679560984224389           0.03252363542798268  
19.02678365968016              5.894629362616917             	0.13515199610246875           0.04482787026200198  
25.97476748389089              8.124486230083422             	0.18793838914519878           0.06160612640371776  
35.56910288047172              11.237991762535799            	0.2603666777263224            0.08440876245542936 
48.86570866761254              15.601617466229358            	0.3594458206099125            0.11530375228655552 
67.36207051671413              21.74214403705774             	0.494579482258333             0.15704466612137769
93.19263977809487              30.42206941171729             	0.6783583159834518            0.21329510792248377 
129.41834545397384             42.75588434748671             	0.927614454599119             0.28893382637364007
180.464373940652               60.397316412895705            	1.2648378420472655            0.39048261973383075 
252.8054276668391              85.86308174160227             	1.7201130600602677            0.5267381633327601 
356.10337604440286             123.15573491240343             	2.3338552489887388            0.7097795124230211 
505.2839065614399              179.14126278900252            	3.1608903963862245            0.9567475153369529 
724.884011732378               267.1160865820656             	4.2770721150582895            1.2933958092367415 
1059.8824174872211             417.7474719630637             	5.7913663447139845            1.762243934642854 
1608.9472923295727             720.4456660885186             	7.871758093638662             2.4448656022179347
2660.4222496990938             1542.1360738637661             	10.814809416909151            3.5410603027618426 
5652.953965854954              5884.200372654236             	15.321476179970999            5.839188641520334 
	
Erange 2002.0 2600.0	
	
0.14170133198228974            0.28540132117732764              	0.00012724350537371705        0.00032764611790808316             
0.4372217263238123             0.30984707978323456             	0.0006802420548887551         0.0007852281095230586            
0.7703667410153948             0.36129794839002666             	0.0017174005833444652         0.001302499732766977            
1.170561871979771              0.44508976371473236            	0.0033210405572595314         0.001927928018050743            
1.6741573415215183             0.5698536211227944             	0.005632832416553322          0.0027331746862386277           
2.328150315477383              0.7484481979075869            	0.008881578544535886          0.0038223319490506384           
3.1950959957750866             0.9994281881329805             	0.013419698685145537          0.005339653436386936           
4.359823742790623              1.349221631283907             	0.019766846961404197          0.0074768267093066575           
5.938793138824031              1.8352885387908624            	0.028663060595610065          0.010485860861582824           
8.093266245009781              2.5106794264046326            	0.041139669406250204          0.01470204224626301           
11.047988350138315             3.4506197143865025             	0.058618369068556976          0.020577182689456824           
15.117836905873796             4.7620484853517535             	0.08304861028830621           0.028723198501018832          
20.74603727817547              6.597491611853674             	0.11709467333563459           0.03996852241361688          
28.559241927240333             9.175333108649932             	0.16438742365500805           0.05543195597157087          
39.447320753058946             12.809599627131021             	0.2298611471707931            0.07662014166796133         
54.67958659957536              17.954022803045103            	0.32020292243210463           0.10555670439639143          
76.07517146731833              25.267822915246338            	0.44445136041510835           0.14495398753342661          
106.25479226978082             35.715254750483545             	0.6147946527884036            0.1984431170697882         
149.01700315289193             50.719550256407835             	0.8476375115705392            0.27088687577758624         
209.91049251369597             72.40992923579321             	1.1650387509190727            0.36881736713632424         
297.1309477297457              104.04357266683634            	1.5966797391113152            0.501078546468407         
423.00157872210633             150.80209138086602             	2.1826420752053064            0.6798426309902373         
606.6410313436483              221.51983619636096            	2.9775354931417777            0.9223911021644032         
879.4603870251076              333.11222703164094            	4.057156308900191             1.2546500752337444        
1298.7028908996313             524.1575321727823             	5.530582551166736             1.719292335657813        
1988.89250689582               906.5045080905089             	7.5660060038749855            2.3978939243834243         
3311.7439315777756             1939.0883159241562             	10.45997985096501             3.489702010303218        
7068.809688414042              7379.912745615771             	14.911921279047414            5.779704886427998         
	
Erange 2600.0 3300.0	
	
0.1443213439813841             0.29075611057246903             	0.0001035812061619439         0.000266779348158189  
0.4457831750819166             0.3166261585220409             	0.000554312958948722          0.0006406783010995833             
0.7871040955754438             0.3711885602570686             	0.0014022178351092648         0.0010669475657666657              
1.199649305615617              0.46033854458071854             	0.0027199186238307522         0.0015890577230093321              
1.7224480814853638             0.5936453499685163             	0.004633626332072742          0.0022720547662622424             
2.406363780432981              0.7854359258485714             	0.007348901862042884          0.003210897076964011             
3.3196484980978123             1.0565085213633747             	0.011184100569752935          0.004537212534376952             
4.555610260714856              1.436688222670177             	0.016610348266822107          0.006426464787961385             
6.243390548485977              1.968561659570244             	0.02430141997172798           0.009111540381231737            
8.563273777666188              2.712912087952586             	0.03520198814732897           0.012906037854636046            
11.768595390094813             3.7566401596502166             	0.05062394356636958           0.018237038812244945            
16.217282570542377             5.224345933312585             	0.0723803681708885            0.025687953276114096           
22.41751110034019              7.295336462823744             	0.10296857818003698           0.036054499502532374            
31.094143991937496             10.228723138518374             	0.14581768397450023           0.05041868971863853            
43.28592662828489              14.400665352704436             	0.2056217187942231            0.070247180509793           
60.4884812383459               20.36000930380217             	0.28878665461351954           0.0975222869562315            
84.86601967785074              28.912119534169648             	0.4040292970175386            0.134916933126155           
119.56722092591784             41.246715659956386             	0.5631795391897031            0.1860296678962944           
169.20143472321413             59.136507003494074             	0.7822574690472879            0.2557045471811927           
240.5679228390866              85.2557783449816              	1.0829291748663241            0.3504778528812439           
343.80218836354004             123.72029659330352             	1.4945032140919154            0.4792309189974202           
494.2629646656425              181.09033026269378             	2.056746330708999             0.6542157222577841          
715.8986735090695              268.50693202646386             	2.8240560994099004            0.8928389893219679           
1048.0827251136477             407.097383174319              	3.87216062398999              1.2211855078507017         
1562.2463425593953             644.5187891323013             	5.31022885971396              1.6820762830637361         
2412.584383401865              1118.0760747835973             	7.306643557351196             2.357109509558417          
4044.261841910583              2390.794104288915             	10.157983272563953            3.4450757129111187           
8670.083651639381              9077.664025334678             	14.562388075641433            5.728067480861656           
	
Erange 3300.0 4000.0	
	
0.14638817647917096            0.2949833929923809              	8.771437194659891e-05         0.0002259584596775983             
0.4525562304919969             0.3220167305947149             	0.00046981282949284237        0.0005436014065931008              
0.8004113661058508             0.37912854664712514             	0.0011904567715385075         0.0009083522994476501             
1.2229192620590597             0.4726893344740349             	0.0023152670914235655         0.001360022022949313             
1.7613392882634402             0.6130690229748341             	0.003959200577898668          0.0019587330256291995            
2.46978131492719               0.815855353412895             	0.006310722793342447          0.0027925453027995255            
3.4213217718648257             1.103786627022251             	0.009662905002781183          0.003983542841235872            
4.716508123125715              1.5096476978683913            	0.01445070779560698           0.005695043198214815           
6.495398953009317              2.0805275568641997            	0.021298505075191456          0.008145671980235551            
8.954788755571927              2.8840571372482406            	0.031086296591640365          0.011632693203529134            
12.373034589954802             4.0175653372807405             	0.04504371996352949           0.01656425108725137           
17.14606176978465              5.6215679248366985            	0.06488109904164477           0.023501595060412054           
23.83987749306696              7.899729561825618             	0.09296905461591826           0.03321470050609412           
33.26757985490672              11.148556975090484            	0.13258247030343728           0.04675631004359308           
46.60291342057746              15.801822722811611            	0.1882303453180191            0.06556089291033432          
65.54869201567364              22.49747280636011             	0.26610050569058297           0.09157703564672734           
92.58820799313293              32.179229771450665            	0.3746580755427752            0.1274448334217016          
131.36337282507247             46.2526111584764              	0.5254504247939676            0.17673475828550625          
187.24910181582314             66.82858029050779             	0.7341916622638109            0.2442731132825866          
268.2384452991122              97.11489993975235             	1.0222323068269783            0.33659611474367285          
386.33916361080026             142.07650817080304             	1.418577696146867             0.4626113339076691         
559.8711155854782              209.6486242985047             	1.9627342158223895            0.6346313704421029          
817.5377393277938              313.28112229681227            	2.7089187483169885            0.8701615672163753          
