# Published in J. Chem. Theory Comput. 2021, 17, 3, 1662-1677
#  Minimax grids with 26 points, for different energy ranges (Erange)
# Grid-points: 26.  N Eranges: 20

# Column1: Time    column2: weight

Erange 0.0000 799.0

0.00037867004555797054         0.0009745069197489692 
0.002019373143542281           0.002323920525926464                           
0.005074452374668418           0.003818499918990434        
0.009741339051894624           0.005569525222864092 
0.016351249099763064           0.007736056032946723 
0.025426574118427834           0.01054486610207425 
0.03775841037254848            0.014309337959120037 
0.05450081932003549            0.01944447015531593 
0.0772810957375601             0.026485944451580964 
0.1083363446608876             0.03612533116765179                           
0.15069589349866513            0.04926670257709911 
0.20843076717336742            0.06710398765236568 
0.2869911650766578             0.09122022393749045 
0.3936564974164155             0.12371484118454482 
0.5381309695975518             0.16736960998240946 
0.7333307052011886             0.2258689406847251 
0.996427988952117              0.30409900038431836 
1.3502505778649674             0.40856816694415354 
1.8251937089224979             0.548030961075663 
2.4619239536701665             0.7344894715293502 
3.3154239654767634             0.9849728438705977                           
4.461579856601731              1.3251021306723128 
6.009262672635442              1.7972852200464182 
8.12630074937428               2.4831111234607426 
11.10929348730981              3.582848552118199 
15.660501844751538             5.8876320817174905

Erange 799.0  995.0  

0.00031416617596844365         0.0008086633399478686                         
0.0016768070133771967          0.001931716707111731                        
0.004220387402167522           0.0031843549489835176                       
0.008122019548232636           0.0046679761695975755                       
0.013681535061623657           0.006529332077378777                       
0.021375962641606915           0.008979243990088065                       
0.03193242611639194            0.012309502604654843                      
0.04641604327774391            0.016906748893981475                      
0.0663338368572065             0.023272740862285972                     
0.09376694799993701            0.03206195264016037                      
0.13155072067060036            0.04413963056111703                                                                                      
0.18352265415559924            0.060659468387992695                      
0.2548586347835214             0.08316331669118938                     
0.3525227140309385             0.11371010407957528                     
0.4858648853075939             0.15504510373245767                     
0.667414665262307              0.21082547573489732                    
0.9139380450657599             0.28592663287586667                     
1.2478576632771592             0.38687165073350616                     
1.699195061182984              0.5224647206101295                    
2.3083135493129188             0.7047999539903935                                                                                     
3.13000622971369               0.951040871895601                   
4.240119346476375              1.286968657510818                    
5.747638276053859              1.7551267580277088                    
7.820581475731412              2.437087428172129                    
10.755506760817696             3.5325565753903243                     
15.2531099085639               5.829332987897013                  

Erange 995.0  1293.0

0.000251216262630506           0.0006467895131307655                                 
0.0013422657589387847          0.0015483789662149572                                   
0.0033852831378795366          0.002562990408244027                                   
0.006535679555855439           0.00378128864955077                                  
0.01105946790435755            0.005336413195947385                                 
0.017384205344456737           0.0074211270754708444                                  
0.02616631610050564            0.010302498712647285                                 
0.03837171615696803            0.014334977955021215                                 
0.05537294469791371            0.01998237358756267                                 
0.07907682374899021            0.027857715884000284                                 
0.11210158563747868            0.038782119259036095                                 
0.15802208108125124            0.05386231670249176                                 
0.22170328658555793            0.07459076970770032                                 
0.3097484547351596             0.10297648694866778                                
0.43109811316492785            0.1417181535853474                                 
0.5978298541062674             0.19443583384059848                                
0.826228906983008              0.26598602063677856                               
1.1382318360717252             0.36290208001606944                                
1.5634041077266412             0.4940399248668749                                
2.1417299191833186             0.671597172994337                                
2.9277541939220253             0.9128949281590978                                
3.9972537939524453             1.2439090969479831                                
5.459336924183542              1.7073582868867894                               
7.482255655971381              2.3848234540233704                               
10.362568049094785             3.4754029453297375                                
14.79927594838438              5.763153512206444                              

Erange 1293.0  1738.0

0.0001950376405774879          0.0005022997712497699                  
0.0010434591619187578          0.0012056339745159519                  
0.002638226324824606           0.0020057022650528562                 
0.005113292156951265           0.0029823455742529125                 
0.00870086598207974            0.004254672143777001                
0.013778342596377403           0.0059963576674781395                 
0.020929407226154117           0.008448134528374854                 
0.031017048599119232           0.011930608474038368                 
0.04527407877688829            0.016868224194481772                
0.06542623021788685            0.023830776674747995                
0.09386550782858209            0.03359223660591877                
0.1338911807639374             0.04720772204797841               
0.19003887760085253            0.06611395904656978                
0.26852546690556994            0.09226211932358148                
