# Published in J. Chem. Theory Comput. 2021, 17, 3, 1662-1677
#  Minimax grids with 30 points, for different energy ranges (Erange)
# Grid-points: 30.  N Eranges: 29

# Column1: Frequency    column2: weight

Erange 0.0000 2906.0

0.13472077973006066              0.2711551412973589                                
0.41454012407362284              0.2920716478256109                                
0.7264650127115554               0.33586025075301174                               
1.0952103821233763               0.40657866325776965                               
1.5507340744641087               0.5107331186087983                               
2.1309684610148                  0.6578956545676304                            
2.8853353291317902               0.8616669035192411                               
3.879435757744625                1.141083396755036                              
5.201430031729745                1.5226214332468109                              
6.970811684768931                2.0430277403045745                              
9.350560848436539                2.7533146911523487                              
12.564071001580649               3.7244090770834286                               
16.918834424102887               5.055161408861251                               
22.83972781830551                6.883741530882366                              
30.915985544342572               9.403917834043737                               
41.967774219335894               12.888423735149207                               
57.14098640727171                17.72269370396895                              
78.0429357516686                 24.453949230243484                             
106.93789608418125               33.86342292727139                               
147.0314580515426                47.07450697595598                              
202.88978553122783               65.71944005664618                               
281.07180694626186               92.20885123968911                               
391.1193573348081                130.2022391295589                              
547.2093677381681                185.52477786139306                              
771.1975057919235                268.21783125503725                              
1099.0536535908907               397.8749440116057                               
1596.9929628828843               619.9912456625073                               
2411.043015679036                1067.5959324975324                              
3969.4542024452535               2286.544806677275                               
8410.91429702379                 8738.901002766614                             

Erange 2906.0 3236.0

0.13585569926755156              0.27346932244426364                                
0.41821529920891193              0.29493396442164976                                
0.7335359382994969               0.3399080685990791                               
1.1072550786213582               0.4126376624973753                               
1.5703001886119063               0.5199403220488905                               
2.1619633106722445               0.6718660354991877                               
2.9336148368913126               0.8827295318060852                               
3.9536785393619445               1.1726225736322562                               
5.3144254385553475               1.5695736101023368                               
7.141352466099918                2.11260882730488                              
9.606222474304257                2.8560883332106437                              
12.945295441239312               3.8758604781327994                               
17.484938603694847               5.278022513223343                               
23.67775987140482                7.211435940783844                              
32.153806670690884               9.88567929424256                               
43.793428768676115               13.596923594598676                               
59.83145780414573                18.765442234455477                              
82.00695648247473                25.990394261374576                              
112.7798752913388                36.130687740769254                              
155.64727131571763               50.42631140632084                               
215.6109099360864                70.68536095476419                              
299.8834977532089                99.58565375015075                              
418.99426494865514               141.19809034005954                               
588.6278555996877                201.9985700024835                              
832.992868332105                 293.1161927876947                             
1191.901753683428                436.16688367969607                              
1738.4527532218908               681.1401603164769                               
2633.334968802445                1173.9561106510982                              
4346.804005514949                2513.427330670278                              
9226.029101357823                9596.45252078042                              

Erange 3236.0 3810.0

0.1375558839742156               0.2769375636736402                               
0.4237299246561157               0.2992417954352494                               
0.7441765936480988               0.3460350190138061                               
1.1254465790607633               0.4218590106585124                               
1.599969145991199                0.5340215517074247                              
2.209153355047187                0.6933277649140891                              
3.007419074036812                0.9152251840626363                              
4.067629377796827                1.221486913213276                              
5.488551916391047                1.642626003597483                              
7.4052176805776915               2.2213351486133592                               
10.003405965567303               3.0173862657746264                               
13.540012927877152               4.114624855968743                               
18.37183281919031                5.630986359973453                              
24.996410070481446               7.732893888537386                               
34.11028053997399                10.656041641143203                              
46.692377235692085               14.735541137742192                               
64.1240439733692                 20.449897303637602                             
88.36264595714124                28.485619304084782                              
122.19431621878961               39.83308706520946                               
169.60498916584984               55.9309260308313                               
236.33171640990545               78.88877991500787                               
330.6978635702647                111.84546669541834                              
464.9206246434375                159.5854467970953                              
657.2768359572758                229.71687105279605                              
936.038129172727                 335.26062431596165                             
1347.6645495728708               501.33247053904597                               
1977.1418257598443               785.6426382482606                               
3010.365247643635                1356.1465778665718                              
4989.502375747524                2902.1064912290262                              
10618.098959488718               11063.595563099649                               

Erange 3810.0 4405.0

0.13904406912216055              0.2799747756857045                                
0.4285658262322887               0.3030322366372613                               
0.7535381269110286               0.35146079871870245                               
1.1415170467922802               0.4300750514997268                               
1.6262961987891298               0.5466362705834609                               
2.251219295815267                0.7126509028520336                              
3.073508947298677                0.9446233777431962                              
4.170131059288361                1.265903264001014                              
5.64589044652921                 1.7093454326345185                             
7.644726401563794                2.3211172345101936                              
10.365587059435269               3.1661481858067866                               
14.084865660094467               4.3359496851147625                               
19.18826867042609                5.959873147875833                              
26.216290635576655               8.221381778008848                               
35.929400137120936               11.381671588892244                               
49.401912630111426               15.81412949615409                               
68.15783436974851                22.054886195529974                              
94.36850091147679                30.877498691173102                              
131.14193494596577               43.404310509478876                               
182.94990655704783               61.27480112850241                               
256.26545423428075               86.90579792265169                               
360.5318037841861                123.90910951709412                              
509.6803886172214                177.80590692076998                              
724.6381601758845                257.378170487146                              
1037.8525105472484               377.6084511567668                               
1502.6329781048792               567.2233674632031                               
2216.1957399484836               891.8325474154066                               
3390.239707940744                1541.8004917177743                              
5640.184567731188                3298.2637895129933                              
12031.914357631216               12556.72637834854                               

Erange 4405.0 5400.0

0.1410960680209205               0.28416489317358423                               
0.43524771510986004              0.30828949437487013                                
0.7665207024486466               0.3590402711124012                               
1.1639061919509923               0.441630361459561                               
1.6631581543024647               0.5644857180354212                               
2.3104184708475035               0.7401452754725963                               
3.1669893883276354               0.9866774703026394                               
4.31584603104468                 1.329777825854361                             
5.870689930586957                1.8058067012349928                              
7.98866892968443                 2.4661647204139823                             
10.88837830270718                3.3835989597835665                              
14.875483870146642               4.661316876386105                               
20.379381338093896               6.44620592460885                               
28.00589822144426                8.948088111649072                              
38.61341811457132                12.46789325682324                              
53.4233672664893                 17.439091025312962                             
74.1813854349557                 24.488970722743385                             
103.39372381185264               34.52989393893134                               
144.67616311753628               48.896371819916574                               
203.27301335960897               69.55355936542944                               
286.8373320413796                99.42066613014704                              
406.623030913939                 142.88959294052594                             
579.3566390283918                206.70580521988288                              
830.3204498005787                301.61265861851626                              
1198.869283622746                445.87454058368684                              
1749.6835713037394               674.2295764664547                               
2600.2624010801505               1065.3146704916662                               
4004.8623767257905               1846.16967438266                               
6698.999233522065                3948.0236905716197                              
14341.174561026246               15001.510222225108                               

Erange 5400.0 6800.0

0.1433674220737173               0.28880597793065726                               
0.4426628898148459               0.3141509726409205                               
0.7809932553639084               0.3675650580459323                               
1.1890061029798735               0.45473435293913267                               
1.704736489813709                0.5848768476213745                              
2.377608587440356                0.7717685864556612                              
3.273747520531666                1.0353639404508452                              
4.483286536624551                1.40420681219775                              
6.130604696754322                1.9189447923955225                              
8.388821954366914                2.637427383030786                              
11.500472923115659               3.6421108679020224                               
15.807168838438361               5.050847015942239                               
21.792381891352697               7.032663994123608                               
30.143468661033495               9.830952206979282                               
41.842032467696654               13.797695578641337                               
58.29624138024914                19.444278287883428                              
81.53560861416956                27.51733560480189                              
114.49935191584215               39.112759774672554                               
161.4660067158691                55.84848632682428                              
228.69835105975287               80.12935385306108                               
325.4212244904479                115.56018244354962                              
465.3259909564963                167.60893912635234                              
668.9419565107365                244.72674037424497                              
967.5375179808443                360.41056089443987                              
1410.04407287766                 537.5456031771105                             
2076.991268832287                819.2944118660395                              
3114.140011343559                1302.3421015152915                              
4834.667209637358                2264.016465253404                              
8139.076115188743                4840.7455216590715                              
17497.251222371135               18353.395351716823                               

Erange 6800.0 8400.0

0.14540131106958792              0.29296462129985257                                
0.4493201231807535               0.3194381187890608                               
0.7940459513320671               0.3753221134330865                               
1.2117724207523894               0.46675631543264745                               
1.742680949975074                0.603721438689452                              
2.4393090166647937               0.8011914963522677                               
3.372391950439403                1.0809588799458272                              
4.6389574815944155               1.4743627941460153                               
6.373746357911509                2.0262889424868957                              
8.76549528730057                 2.8010104053825082                             
12.080324874755885               3.8907309938858594                               
16.69553805190378                5.428124636584                              
23.14873214645153                7.604818108996212                              
32.20953897394508                10.698763243148507                              
44.9849668143921                 15.114982641820642                             
63.07490757920756                21.44655967928129                              
88.80297222972374                30.56648418002324                              
125.5611681322551                43.766908758055855                              
178.32791033803593               62.972012402581825                               
254.45242267177184               91.06685250734347                               
364.85390471544207               132.41339099298463                               
525.8798118900401                193.68120824830095                              
762.2489971360726                285.2463053053247                              
1111.8955650866828               423.7403809729896                               
1634.515787335805                637.3320623502533                              
2428.5690684021565               978.785932422185                               
3671.812768394607                1565.1330028308446                              
5743.738068689888                2729.7495636084445                              
9729.027159680023                5836.893913938098                              
20999.800616241264               22085.748007810864                               

Erange 8400.0 10000.0

